	Unnamed: 0	doc	city	publication	date	word_count	org	identifier	wave	text_string	author	page_number	article_title
272	272	chicago.cwlu_womankind.1971.11.14.txt	chicago	cwlu_womankind	1971	113	cwlu	273	2	171 1957 2622720 3 3253067 3312 3386073 343 343 3482011 3482011 4774373 477A37 5383063 5387080 53rd 555 6533844 6644707 7071 852 9226580 9292718 9Z2 Abortion Abortion Belden Belmgnt Bookstore Center Chicago Childcare Coalition Committee Dearborn Dearborn Decent E Ealsted Elm Glenwood Lesbians Liberation Liberation National November O746 OrgANIZATIONS Organization Organization PORJECTS Peace Pregnancy Prejudice Prejudice Pride Pride Radical Rlghts S S S School Sisters U VD VWomen W Welfare Women Womens Womens aCTION and and be cHicago called can cod counseling for for for lane leave llinois name number testing uniOn w when you your	CWLU	14	
273	273	nyc.redstockings.1973.allianceagainstfeminism-09.txt	nyc	redstockings	1973	924	redstockings	274	2	1846 1949 1949 AND Age Among As As Beauvoir But But By CONNECTION Earth Engels Engels Engels Engels Engels Engels Engels Engels Engels Engels Engels Engels Engelss FEMALE Family Genuine German German Germans Germans Goddessshe Golden I Ideology In In Lack LeviStrauss MALE MONOGAMY Margaret Marx Marx Marx Marxismand Marxismwhich Mead Men Mother Off Origin Origin Other Private Property Public Redstockings Related SECOND SEX See Simone Since Society State THE THE The The The The The The The The The This To To When Woman a a a a a a a abandoned able accompanying account achievement activities activity activitycould actthe actually affirmed again alike all all also always always always among and and and and and and and and and and and and and and and and and and and and and and antagonism any anything appears appropriate are are are are are are argument arrangements as as as as as as as as as as as aspects aspects assert assorted assortment assumption at at authority based basic basis be be be be be be be be because been been been before begin beginning belongs between between beyond biological book book both but but but by by by by by came can can can cannot cause caused causes characterized children children children circumstances class class class clear clear clearly coincides collective com comes communism complain contradictory controlling cook course creature dawn de de dealing declares defeat definition developed development development development development development did different different division do dolls double downfall dress duction earlier earlier end enjoined enter essentially establishing every exist existed existed existence eyes family family familywith fathers fathers faulty favor fellow female females feminismhad first first first first first first flagrantly for for for for for for for for freedom from from from from from genuine go hand hands has has has have have have have her his his historic historical history history history history history history history history house human human human human human humans hummingbirds hunt idea ideology if important important in in in in in in in in in in in in in in in in in in incest ing initiated insure interpretations interpretations interprets into intro introduction is is is is is is it it it it it it itself itself itself itself just kids know knowledge knowledge knowledge knowledge knowledge known known l960s labor later laws laws led leftgroups less life like linking live long make make male male males man mand mans marriage marriage matriarchy may men men men men men men men men men men moments monogamous monogamous monogamous monogamy monogamy monogamy monogamy monogamy more mothers munism must must myth namely natural need needs new no not not not not not number number occupations occupations of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of offspring on on on on one one only only only only only opposition oppression oppression or or or or or or or order original originating other others outside own own pairing paternity paternity performed period period points political popular position postpones postulate power power power practical prehistory premise premise pressuring preventing primitive primitive primitive primitive private private private private private private problems problems procreationeds property property property property property property property property put put puts quest radical radicalismbases realities realm realm reason reasons reciprocal recognized regarded relation responsibility result revolutionary root rudimentary said same same satisfaction say say scientific sex sexes sexual sexual sexual she should simply simply simultaneously since social social societies society society society some stages standard stating still struggle struggle study such support supremacy survival take taken that that that that that that that that that that that that that that that that the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the their their their their them themselves then theory theory there therefore therefore these they thing think this three three three three three time to to to to to to to to to to to to to to to to to to to today truth unrestricted very votes want was was was was was was was was was was was way we we we weave well went which which who who who whole wide with with with with with woman woman women women women women women women women women womens womens womens working world would	allianceagainstfeminism-09	09	txt
274	274	nyc.redstockings.1973.sarachild.psychologicalterroism-2.txt	nyc	redstockings	1973	754	redstockings	275	2	1973 1974 57 Although Although April At Behind Behind But But Clarity Claudine Feminist French French Goodwill In It It It It Kothie Liberal Liberation Liberation Liberation Moreover Movement Movement Movement NEW One Or Psychological Psychological Psychological Psychologique Rather Revolution Serre Sorochild Terrorism Terrorism Terrorism The The The The The The The The The There There To US Vagueness We Womens Womens Womens YORK a a a a a a a a a a a a a a about achieve acted action action action action advantage against against against aim all all also always always among among an an and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and anger antagonistic antagonistic any appear appear approach are are are are as as as as as attack attack attacked attacking attacks avoiding backed balance be be be be because because because because becomes becomes becomes been begins begins being beliefs belittled between both bringing but but but by by by by by by call call can can can central central certain certain character characteristically clarified clarity clarity clarity clarity clarity clear clear common common conflict conflict confrontation confuse confused confusion confusion control could curb daily definition denouncing deny despair did diluting direct discredited discussion discussion do do do does dogmatic economic effectiveness effects emerges employ entrenched even exploitation exposure expressing facing fashionable fear fear feel feelings fogging follow for for for for for for force force force from fundamentally gains gears generates goodwill goodwill goodwill goodwilldangerous greater greater grew group guilt hampering harmful has has has havoc herself his his ideal ideology if illuminated in in in in in in in in in in inside interests intimidation invisible is is is is is is is is is is is is is is is is is is is issue issue issues it it it it it it it it it it it it it its itself jargon justice keep knowledge leadership liberal liberal liberal liberal liberal liberalism liberalism liberalism liberals liberation liberation liberation lies line lives longer mainly make makes makes makes male male may men might militancy militancy militancy militancy militant military moralistic move move movement movement movements movements necessary need no nor not not not not not not obstacle of of of of of of of of of of of of of of off offers often on on on on one openly oppose oppressed oppressed oppressed oppression oppressor oppressor oppressor oppressor oppressor oppressor oppressor oppressors oppressors option or or or or out out papers patterns people people perpetually perpetuating personal personal physical place point point political political political political possibility power power power power power power power powerful preserve prevent preventing pride produced psychological psychological psychological psychological psychological psychological psychological public purpose radical radical radicalism radicals radicals raised rather real really reason rebellion reforms refuses rely resist resisting resists resists rests rests rewarded sanctions secure seek she she simplistic so socalled social some some something speak stand step stop strives struggle superior supremacy supremacy surprise switching tactic tactic tactic tactic tactic take takes term terms terrorism terrorism terrorism terrorism terrorism terrorism than that that that that that the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the their their them them themselves theory these they they this this this those those thoughiit thought threat threaten threatens throw to to to to to to to to to to to to to to to to to to to to to to trick truth truth turn unjustified unnecessary upsurge use used useful uses vague vague very very way we welcome well when when when whenever which which which which who who who who who whole with within women women women women womens womens work works works works would wreaking	sarachild	02	psychologicalterroism
275	275	chicago.cwlu_womankind.1972.02.09.txt	chicago	cwlu_womankind	1972	184	cwlu	276	2	We a a a a able about all all an and and and and and and answered aquarius back be be be beauty body bribes can can can can cannot capable chain cosmic day day degrade demand destroy doors drifted ever eye eyes face feeling flown flutevoicecowbelltambourene for for for free free freedom freedom freedom guitars harden has has hearts here holds horns human i i i if if if in in is is is it it it it it it it keys know left lives locks long mind moment must must of of of on one one our our our out people poem racism rapes returned right rules sanity schedules see see see see see seized sexism sisterlove smile soon soul souls stronger sung tell that that that that that that that the the their then then there there they they thought threats till time to to to to understanding unspoken us venceremos voices walls warnings we we we where will will windows with womanhood you you your your your your your yours	CWLU	09	
276	276	notesfirstyear_18.txt	nyc	notesfirstyear	1968	574	redstockings	277	2	1 16 2 3 4 A A A AS Adolescent Aged Among Both But CHILD Capitalism Carol Child Child DependenceIndependence Economic Elizabeth Female Female Freedom Girls Hanisch Head Household I If In In Inferiority Its Lets Male Male Meeting Mother New Notes Object Old Power Queer Radical Redbaiting Revolution Sex Single Socialism Structure Student Sutherland Thats The The The There This This WOMAN We We Well Wife Woman Woman Woman Woman Woman Woman Woman Woman Woman Woman Woman Woman Woman Woman Woman Woman Woman Womans Women Worker York a a a a a a a a a a a about achieve action adopted advantages against all all alternatives always an and and and and and and and and and and and and another anyone anything are are are as as as as as as as as as as as as as as as as at baiting based be be be be been before began being beings born boys bring bunch but by by by can can can care certain certain chained challenges changed child child children children choice class closely concepts connected consideration considering continuation course crippled crucial custom daughter deal degree dependent different discussion discussion discussion discussions do dont dull during each earners economic emerged especially even even exciting fact families family family fear fearfulor feel feeling feeling feelings feels few first first following following for for for for formed four free frighteningif from from functions group group group grow hard has has have have have have how human ideas image imagine impose in in in in in in in in inside interest interested interesting internalization into is is is is is is is is is issues it it its just kind last law learned lesbians liability liberation line longer lot lot makes male male many may meeting men men men merely might minds months more more more must must myths name nature nature neither next no no not of of of of of of of of of of of of of of of of of of of of of offer older on on on on one one one open oppression oppression or or other our out outline over own parents parents parents partly people people people persists play possible power prefer preferences prejudiced prejudices prenatal prison propagation pull questions raised raised real real reasons regards remain require roles roles room royal ruling say say security seek seek seem seem several sex simply somehow son subject sufferer summary tactic than than that that that that the the the the the the the the the the the the the the the the the the the the the the the their their their them then theoretically there they they think threatened to to to to to to to to to to tradition traditional unable unimportant up uses very wage want want was ways we weak were when where which who who who whose why with woman women women women women women women womens world would would you		18	
277	277	nyc.redstockings.1973.price.keepingwomenout-23.txt	nyc	redstockings	1973	17	redstockings	278	2	Images Two a a bus construction driver one other site the with with woman	price	23	keepingwomenout
278	278	notessecondyear_33.txt	nyc	notessecondyear	1969	841	redstockings	279	2	1 14 2 3 35 4 49 580 580 Also Among Anatomical Areas Aside Because Because Behavior Clitoris Confusion Even Evidence Evidence Feeling Female For Foreplay G However Human It Its Its Johnson Kelly Kelly Kinsey Kinsey Kinsey Labia Lack Lombard Married Maslers Men Men Men No One Orgasm Other Pockelbooks Principally Psychologically Rather Regaidless Sexual Sexual So So Stimulated The The The The The The There These This Today Tte Vagina We Women Women a a a a a a a a above according adapted adult all all also also also an an an an anatomical anatomy and and and and and and and and and and and and and and and and and and anesthesia are are are are are are area areas areas areas arouse aroused aroused as as as as as as at at aware be be be be been been been been between birth body both brain bring but but by called can can caused center center center certainly change changes children claim clear climax clitoral clitoral clitoris clitoris clitoris clitoris clitoris clitoris clitoris clitoris clitoris closet coitus composed concept conditions conscious corpuscles corpuscles corpuscles corpuscles cortical covering created defenders degree digestive direct disadvantage distinguish does during during during during effectively end endings entodermal epithelium equivalent erectile erection erection erotic essential even evidence examination example except excitation extensive fact fact fact facts feel female few first for for for for for foreplay found frigidity from from function function function functions generative genital genital genital glans go gynecologic had has has has has has has has have have head head head head her high highly hold however ignorance ihe imagination importance important in in in in in in in in in in in in in in incapable incorrectly indirect individual infrequent insensitivity inside inside intercourse interior internal internal is is is is is is is is is is is is is is is is is is is is it it it it it it it just kind knew knowledge knowledge knowledge known known lack leaving less like lining living lo localized located logical lubrication made makes male male male man mans many masturbation may may may means men menstruation mental mental mention mentioned minor minora much nearly necesssary need nerve no no no nor normal not not not not not obviously of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of off off often oigasm on opposed or or or organ organs orgasm orgasm orgasm orgasm orgasm orgasm orgasm orgasmic orgasms origin other other other other ought our out p p p p part parts passage past peculiarly penetration penis penis penis penis penis perceived perhaps pleasure pointing poorly popularized possesses powers problem produce producer producing proper purposes reasons receive rectum regarding related reproductive respect same sample say says seem seem semen sensation sensitive sensitive sensitive sensory set sexual sexual sexual sexuality similar simitai since situated small so social society soon sought sources special specific start starting state stimulate stimulated stimulates stimulates stimulation stimulation stimulation stimulation stimulations structures structute subject such suffered supplied supplied surface surgery suspiciously terminates tested than than than that that that that that that that that that that the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the their themselves there there there there these they they they they they they third this this this this though thought thought through through thus tissue to to to to to to to to to to to to to to to to to today touch touched tract tract trigger triggered true true turn two type under unexplored unknown unsatisfied upon urethia used vagina vagina vagina vagina vagina vagina vagina vagina vaginal vaginal vaginal vaginally very vestibule want was was was was way were were what what when where where where whether which which which which which who who why with with with with with with woman women women women women women women women women works would		33	
279	279	notessecondyear_81.txt	nyc	notessecondyear	1969	955	redstockings	280	2	1969 3 300 Abortions Although An And Another Anyone DC DC DC DC DC Districts Even Existing Hawaii I Ihe Ihe Ihe Iheir Ihem Ihey Ihey Ihis Ii In Irain Looking Maryland Massachusetts New Only Protection Qhildbirth S100 Several Significantly Some Special Stale That The The The This US Was Washington Washington Were Why York a a a a a a a a a a a a a a a a a a a a a a a a a a aboition aboitions aboitions abortion abortion abortion abortion abortion abortion abortion abortion abortionists abortions abortions abortions abortions abortions abortions abortionsbul aels afford against against aide al al all all all allowed almostcompletely also also alt altempis although among an an an and and and and and and and and and and and and and and and and anesthetic any are are are are are are are are arrive as as as as as aspiralor assume assumes assured at at at available available b backlog be be be be be be be be be be because because because been before before before being being belongs beyond bill bill birth body bought brave bul bulchers business but but but butch by by by can can can can can cannot cannot cannot cant care case cenfuiy centers century certain certain charge charge child child choose clamped clause clinic clinic codes compelled considered continue continues contraception contraception contraceptive control conviction could court court court dangerous dangerous dangerous deal decision decision decision demand deny developcdand developed devote die do do do doclors docs doctois doctor doctor doctor doctor doctors doctors doctors doctors doctors doctors does done down each each early easily effective eight eighteenth either elude enough entails ers essentially even even even eventually example excuse exist expect explanation expressing fact fai fall favorite fear female few few find five five foam foam foice for for for for for for for free free from from from from frozen future general get get get getting give given given go go go good great guilty had had has has has hasnt hat have have have have have have have have he he he help help help hospital hospitals houis hours how if if ihe ihe ihe ihe iheir il il il important important in in in in in in in in in in in in in in included indifference inexpensive insisi insists insults into into inundated invented involved is is is is is is is is is is is is is it it its jay kind kinds knew know knows late late law law laws laws laws le legal legally legislation less lhat lhat lhat libeialion life life lime limit limitations limited lo lo lo lo lo lo lo long long long lot lu ludicrous lumed made made magic many many many masquerades may means medical medical medical medical meet middleclass midwives ministrations modem more more more most much muddle musl musl must must need nineteenth nonprescriptive not not not not not now nurses o obviously of of of of of of of of of of of of of of of of offices often on on one one one only only only operate oppressing or or or or original othei other other our out out out over own own paramedical paramedical paramedicals partly passage paternalistic patients pay peifoim people perform performance performed performed performed performing person personnel physician physician pieservalionof poor poor poor poor practice prefei pregnancy pregnancy present present preserip price price private procedure professional protect protected provide public punishmenl put quacks quacks quietly raining rather readily reasons refused regulating repeal repeating requests requirement resiiic responsibility restriction restriction restriction restriction right right right right riglil risk risk risking run sad safe safer said same says seive selfabortifacients she she she she situation six slate slates smother so so so so so some somehow soon specialized specially spend stage stake stales state state states statistically stigma still still still suddenly supervision surgery swamped swamped take ten thai than than than than that that that that that that that the the the the the the the the the the the the the the the the the the the the the the the the their them themselves then they they they they they they they they they they they they things thirtyone this this though threw through tiiat time time time times tively to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to trained trained training truly tutelage two under unless upheld use use varies visit visit volunteer w want wanted wanting wanting was was was was way we we we week weeks were were werent what whatever when when when when when where where where who who who who wilh will will will will willing willing with with with without womans womans women women women women women women women women women women women women women women women women womens work would would would wrilers yet you you you you you your your your your		81	
280	280	chicago.cwlu_womankind.1972.02.04.txt	chicago	cwlu_womankind	1972	1023	cwlu	281	2	11tt1e A A A A A A A Also Although And And But By C C C Children Creative Creative For Freud How If In In In Instead It It It It Joan Life MORE Mom Mom Mom Mom Most Most Mothers Playthings Playthings Poor Private Really Shifting Stuck T The The The The The There This This This We What Whats Women YOU You a a a a a a a a a a a a about about about about above accepted accurate actually ad addressing adequate advantages afford afford afford all all all almost also alternative an an an an an and and and and and and and and and and and and and and and and and and and and and and any anyone anything anyway apparently appear appropriate ar are are are are are are are are are are arrangements article article article article article article article as as as as as as at at at aves baby babysitters babysitters bad balance bascially basically be be be be be be be be be because beh bein being being being better blame blame blame but but but but by by by by c can can can can cannot cant cant cant cant cant care care care carry catalogue caused caused caused centerfold centers certainly child child child child child child child child child childcare children children children children children children children children children children children children childs childs clearly community con concentrating conditions conditions control country country crazy critical delicate describes did difficult disease do do do do does doesnt doesnt doing doing dont dont dont e each economic economic education else ence encouragement encouraging enough enough enthusiastic enthusiastic enthusiastic entire environment erating etcWhat even even everything everything everything expect expect expensive expensive experiences explains fact fact familys feel feel feel feeling feeling feeling few for for for for for forces forces forces freckles freckles freckles free g genes give given go go goes good group guilty h hair hair hair han hanging hardes has has have have have have having having he her her hers him hire home home home hook hook hooks hover how how how how hungry if if if if impossible in in in in in in in in in in in income individual influ influence influencing influencing influencing informa ing insecure insist instead inter interacts interested is is is is is is is is is is is is is is is is is issue it it it it its its itself job jobs just just just just just keep keep kind kind l less less less less less level lib liberated life life life like like live lives lives lousy m made made major make make makes makes makes makes makes making master maufacturer may meaning mediaries medical meet mom moments money money more more most most most most most mother mother mother mother mother mother mother mother mothers mothers mothers mothers mothers mothers mothers mothers mothers mothers mothers mothers much much much necessary never no no no not not not not not not not not not not not not nothing nothing of of of of of of of of of of of of of of of of of of of of of of of of of of often on on on on on on one one only or or or or ore other others our our our our out out out over over overcrowded overcrowded paid part particularly people people people people people people people people person point poor port positive positive positive powerful pretense probably produce produce promoted provide put puts putting quoted race racist real real really really reassuring receive red red red relieved researchers researchers residence responsibility responsible ric rich right right right same same satisfactory say say saying saying says says says scapegoating schools scientists see seeing seems shared she she should should should should should shoulder shouldnt situation small smile so so social social social some some some some space spend spend staffed standards state stellation stil struggle struggling suggested suggestions sure system t t t teachers tells than than than that that that that that that that that that that that that that that that the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the their their them themselves then theres these they things think this this those though time time time time time time tion to to to to to to to to to to to to to to to to to to to too top toy toy toys toys toys trapped try trying turned underpaid undoubtedly up up us us us us us victim victim victim want was way we we we we we were were werent whats whats where which which which which which while who who who who who who who who will will will with with with with with with with with with with with without women women women wont wont words work world worrying wrong you you you you you you your your youre youre youre yourself ypur	CWLU	04	
281	281	nyc.masses_1913.04.18.txt	nyc	masses	1913	253	heterodoxy	282	1	1884 2000000 2500000 2500000 Britain British British But But By Fabian Gladstones Great How In Independent It Laborites Laborites Labour Labour Liberals Not Now Party Party So Society Suffrage The The They They Votes Why Woman Women a a a a accordance add advocates against against against all allow and and answer anxious anyway are are are are as as at at at be be brilliant budget can can cost cost countries decided disfranchised doing eager enfranchise everybody extension favor favors fight for for for found franchise franchise general get give government government grant has has hastening have in increase increased instead it just let like long measure measure men most no not not not novel now occurred of of of of of of of of of of other pass political power probably proposal proposes ranks remembered retarding revolutionary say since so still strong suffrage suffrage suffrage suffrage suffrage suffrage suffrage suffragists tacticians tactics that that that the the the the the the the the the the the the the the the the these these these these those threaten threats to to to to to to to to to to to to to treaten until us use vote vote vote votes wait way we why will with woman woman woman woman woman woman woman wont workers workers workers working workingclass workingmen would you		18	
282	282	nyc.redstockings.1973.leon.dirtytricks-09.txt	nyc	redstockings	1973	1044	redstockings	283	2	10017 12951 15245 16500 18625 1971 1973 1973 1974 1974 1975 1975 252707 28000 283578 370 418850about 478 4900 520996almost 89195 900 A About Action Action Action Advocacy Agency Alliance Alliance Alliance American American American American American Anthony At Ave B Both Buton CIA Children ClA Classified Curtain Defense Do Education Etiquette Ford Foundation Free Fund Fund Gathering Gazette Gloria Gloria Gloria Her Heroes Humans I If In In Information Information Iron It It JulyAugust LDEF Legal Lest Lexington Looked Magazine May McCalls Mechanics Members Movement Ms Ms Ms Ms Ms Ms Ms Ms Ms Ms Mss NOW NOW NOW NOW NOW NOW NOW NOW NOW NY NY National National Now Organization Organization Populist Project Redstockings She So Steinem Steinem Steinem Stories Susan That The The The The The The The The The The Thegrant These This US USIA USIA Unsung We What Why With Woman Women Women Womens Womens Womens Womens Womens Write Year a a a a a a a a a a a a a a a a a a a about about about active activist activist activities aemyth after all all all already although an an an an analysis and and and and and and and and and and and and and and and andfor another any appeared approach are are are are article article article article article articles articles articles arts as as as as as as as as as asked asked aspects association at at at attention average averageand be be be be be been been before beginning behind beholden booklet booklet books breakthrough bring business but but but by by by by call came case centuries challenge change chapter childbearing childrearing cite cleared come community compiling constantly continued continued contributions contributions copyright copyright could cover culmination cut datarich deal decades depends devoted discussion dismal distributed distribution does dont double drastically dues dues during each earlier early economic editor education effort elite elsewhere emancipation end energy entire essential establishing establishment etc example example exploited faced facts feature feminist feminist feminist few filled first first flows followed following following for for for for for for for for for for for for for for forced foundation foundation foundation foundation from from from from from from from from from frustrating function function funding funds gave government grant grass great groups groups had had had hard has has has has has has have have have having he hear heard helped helping her her him himself hopes how how identified ideological illustrated image important in in in in in in in in in in in in including income income income income income increased increased individuals industry information information instead interest interesting interview into involving iob is is is is is is is is is is is issue issue it it it it its its itself kept kids know know l la labor lack large last later let level liberated liberated liberated liberated liberated liberation liberation liberationthe lifestyle like litigation litigation little ln lncidents long longer lots magazine magazine man man man many many marks marriage mass matching material matter may me member member members members membership men mentioned might minute modern money money money more movement movement movement movement my my names naming nationwide never news newsletter next not not not noticed now number of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of office offices on on on on on one only oppressed or or or other other other other our our our our our our our our overviews own part part particularly people people permission permission permission philosophy phone planning point point point political polities popular power president profiles providing publications publish published purpose pushed question raising readers real realization realized reason received received recession refuse refused regular related rememberthe reminded reminded representing reprint reprint reprint reprints requesting requests rest result resurgence revealed root roots said said same same search seem send separate separate separately she she she short show society society societys solely some some sometime sources space space start steps stories story subject subject submitted such such support support supportive supports taken taken technology tell than that that that that that that that that that that that that that the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the their there there these they they think this this this this this time to to to to to to to to to to to to to to to to to to to to to to together topics total toward turning two under unpaid up up up us us various very very view view viewed want was was was was was was was was was we wed went were were were were were were were what wheels whether whether which which while who who who who who whose why willing with with with with with with woman woman woman woman woman woman women women women women women womens womens womens womens womens womens womens wondering working world worst wort would would write writer written year year years you you you you you you your your	leon	09	dirtytricks
283	283	notessecondyear_39.txt	nyc	notessecondyear	1969	826	redstockings	284	2	And Because But But But But Having How If In Isnt It It Must Now Or Perhaps Sexual Sexual The This This This We We What Would a a a a a a a a a a a a a a a a a a a a a absence activity activity activity addition adult all all alleged alleged alleged alone although an an an an an and and and and and and and and and and and and and another anymore appear appropriate are are areas argument argument as as as as as as as as as as aspect aspects aspects aspects assume assume assumes assuming at at at average back badly barely based be be be be be be be be be be be be be be be be be be be be because because been been before beginning being being being being being between between biological body brain bul by by called called can can cant case cease change change characteristics characteristics child claim claimed concentrated conception contact contact contact contact could could could could could could crucial definitive deieimined desire desire development difficult direct direct direct directly disappear disappeared discover distinction distinction distinguish done draft drives each econcept eg either eliminate equal erogenous erotic establish even even even even exactly experience exploitative extrauterine extrauterine extremely fall figure fingertips first five for for for for for force foreseen frightens from function function function function function functional functions future good grasp guesswork had has have have have have have have have have have have hold hostile how however human human human human human idea idea if implications important in in in in incubation indirect indirectdirect indirectly individual individually individuals innately instead institutional institutional institutional intercourse intercourse intercourse intercourse intercourse interest into into is is is is is is is is is is is is is is is is it it it it it it its its its just known later least least like like like living lost make malefemale many means method method might more motivates movement must must must mutual mutual nature necessary necessary needs no not not not not not not not not now now now of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of older on on on once one one ones only optional or or or or organ organ organs organs organs other other other other our our our out people people people perfect perhaps person person person place pleasuiable pleasurable pleasurable pleasure pleasure point point political political population positive positive possibilities possibility possible possible possible practice practice practice practice practice practice prenatal probably procreative procreative procreative projection projections properly property psychological psychological purpose purposes quickly reason receive reduce regarded relations relations relations relationship relationships remove renewal research research sake salvaged see sense sense sense sense sensitive sensual sensual separate sex sex sex sexes sexual sexual sexual sexual sexual sexual sexual sexual sexual sexual sexual sexualities should should since since since since sixth so so so so social socially society societys some some some some someone something son sort sort sort speculate status status status status step step still stimulated stimuli stimuli stimuli stimuli stimulus structure structured such such suggested surely synchronized system system tactile tactile tactile taken tentative term terms th than that that that that that that that that that that that that that that that that that that the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the their their theories there there they they this this this this this this this this thought time to to to to to to to to to to to to to to to to to to to to to to to touch touch touched touched toucher touches touching touching touching transforming truly two understand understood unpatterned variables very very very via view want was we we we we well were what what what what what when whether which whom why why wilh will with with with within without without witnessing womans work would would would would would would would would would would would would would would would would would would wouldnt you you you you you		39	
284	284	notessecondyear_62.txt	nyc	notessecondyear	1969	866	redstockings	285	2	160 160 1950 1965 1966 199 4640 5065 7317 8454 A American An Capitalists Engels Engels Engelss Family Frederich Gross III If If In It It Males Moreover National Of On Ordinarily Origins Our Private Product Property Stales State Tacitus Tacitus The The The The The The The The The The The The The The Those United While a a a a a a a a a a a a a a able acceptable accessories account accurately actively activities activity actually adduces agree alienated alleged altered among an an and and and and and and and and and and and and and and and and and and and and and and and anthropological any any anywhere appears apportionment approved are are are are are are are arguments armed as as as available available b bargaining be be be be be because because because been being being beneficiaries benefit beverages beverages beverages billion billion billion billion billion billion biological burdens business but but by by by by by by by by c can can can cannot cannot capitalist care care categories category category charge cheaper chief class class class class clothing collars comments commodity commodity communal communal compare compelled consortslave consortslave consortslave consume consumption consumption consumption cooked crucial culturally culture culture curious d did distorts distribute do do do dollar dollars dollars dollars dollars domestic drag drain each earnings economic economic economic education employed employment energy ensures entire estimated etc everybody evidence exegesis expenditure expenditure expenditures expenditures exploitation facts family female female female female females females females females females females females first first first fit food food food food for for for for for for force forego foregoes foreign form form formulation freed from from from from from g gain gathering generally great greatest greatly grocery h hand has have have have have he he he her him him his his his his his his homemaker household household housing human husband hypotheses in in in in in in in in in in in in in including individuals institution institutions intimate into introducers invent is is is is is is is is is is is is is is is isolation it it item item items its its jewelry just kind labor labor labor labor labor largest largest laundries laundry legal life lifestyle little living long long lost luxury luxury luxury luxury maintain majority male male male male male male male male males males males males males males males males males males malesupremacist markets marriage marriage marry masters materials matter may meals meat medical meets merely might more more more most must must nay nearly necessities necessity needs net nevertheless no nobody not not not not not not not not notably nothing nurseries obvious of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of oldest on on only only only operations opposed oppress oppression oppression oppression oppressor or or order organizations organized other other others out overtly pairing participating participation passsively penis people people percentages percentages permits personal personal personal personal personalized population position possession precisely predestination principal private production production products proportional provided provided provides purchase purchased quarters rate raw really reason recent relies religious requires research resists restaurants reveal revolutionary rewards right right riot roughly ruling rulingclass satisfactorily say scattered servant share she shirt simply since single small so so social socialization socialized socialized solitary some some spaghetti stand standard starched step stores struggle studies subordinate sufficient support support supporting supremacy system system system system system system task taste terms testicles that that that that that that that that that that the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the their their them them then thereby theses they this this this this time time to to to to to to to to to to to to tobacco tobacco total transportation travel under unemployment unthinkable vast view viewed wage wages was was was was way we we we welfare were what whether which which which which which while while who who who who wilh with with with with without work work worker worth would yields		62	
285	285	chicago.hullhouse_bulletin.1913.01.13_article.txt	chicago	hullhouse_bulletin	1913	374	hullhouse	286	1	American American As Bethlehem Celt Columbian David Europe Europe Field German Greek HullHouse HullHouse In It It Italian Italian Labor Labor Much Museum Museum Museum Saturday Several Slav Syrian The The The The Within a a a adapting addition also an and and and and and and and and and and are are are arrange arranged as as at at at at be been been both break bridge by by by carefully carried casual certainly come conditions connect connect connection constantly contains cosmopolitan cotton countries country craft days department developed directly distaff distant done earlier educational efforts enable enterprises eroom even evening every evolution exhibit exhibits exhibits experience experiences factories factory find first flax for forms found foundation four from from garments give given had had handle has have he historic history holding human if immediate immigrants implements in in in in in in in in in in in in in inclusive industrial industrial industry instance into is is is is it it itself itself knowledge labor least least life life little local looks made made made many material material materials may meaning merely method methods methods methods more most most most museum neighborhood neighborhood no not observer occupation of of of of of of of of of of of of of old oldtime on on on order orderly past people people place possible possible present presented primitive primitive processes products put quite relation same same see sense sequence seven sheep silk simple simple so some some southeastern spindle spindle spinning spinning spinning standpoint stick still stores such suggested tended textile textile that the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the them there these these these they thing this three through to to to to to to to to to to unusual used valuable variations varieties various various was was was was weaving wheels when which which which who who whole wise with with with with with woman wool work young	Hull House	13	
